danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track_id,track_name,track_source_playlist,track_artists_id,track_artists_name,track_artists_followers,track_artists_genres,track_artists_popularity,release_date,release_date_precision,popularity,generated_timestamp
0.813,0.551,0,-7.661,1,0.0718,0.0731,0.0,0.0866,0.186,131.892,235363,4,3v9VN3HcEsNHeLac8Uiujv,Kyrie Irving,62y3BHKehWnb1hlaPclDAA,43BqexhEx5NKF7VfeOYP9m,Lil Cray,11730,ohio hip hop,15,2015-06-14,day,0,2024-01-08
0.92,0.731,4,-4.996,0,0.274,0.18,0.0,0.121,0.472,132.086,206267,4,3Y92OZ52FYwlIaeA3dMcCD,Pipe It Up,62y3BHKehWnb1hlaPclDAA,6oMuImdp5ZcFhWP0ESe6mG,Migos,13641028,atl hip hop|hip hop|pop rap|rap|trap,75,2015-07-31,day,49,2024-01-08
0.745,0.617,6,-7.22,0,0.144,0.168,0.0,0.389,0.185,125.98,346907,4,0joQFwiBKmi6X1Iq5R1ubH,Codeine Crazy,62y3BHKehWnb1hlaPclDAA,1RyvyyTE3xzB2ZywiAwp0i,Future,15692678,atl hip hop|hip hop|rap|southern hip hop|trap,88,2014-10-28,day,73,2024-01-08
0.78,0.453,1,-9.411,1,0.293,0.367,0.0,0.125,0.415,132.096,234459,4,6PeXpPSKtHIu3NFCdya3be,Rihanna (feat. Young Thug),62y3BHKehWnb1hlaPclDAA,"6Ha4aES39QiVjR0L2lwuwq,50co4Is1HCEo8bhOyUWKpn",Yo Gotti|Young Thug,4353152|9355686,dirty south rap|gangster rap|memphis hip hop|rap|southern hip hop|tennessee hip hop|trap|atl hip hop|atl trap|gangster rap|melodic rap|rap|trap,64|83,2015-06-29,day,35,2024-01-08
0.514,0.861,1,-7.68,1,0.391,0.0122,5.58e-06,0.619,0.766,144.116,262107,4,5kzruPQIvdiTMKi4Rubb2H,MILF,62y3BHKehWnb1hlaPclDAA,"0c173mlxpT3dSFRgMO8XPh,0hCNtLu0JehylgoiP8L4Gh,5gCRApTajqwbnHHPbr2Fpi",Big Sean|Nicki Minaj|Juicy J,11115824|30496118|3138996,detroit hip hop|hip hop|pop rap|r&b|rap|trap|hip pop|pop|queens hip hop|rap|crunk|memphis hip hop|pop rap|rap|southern hip hop|trap,75|88|72,2013-01-01,day,36,2024-01-08
0.724,0.87,1,-3.614,0,0.113,0.00453,0.0,0.833,0.81,93.01,207547,4,2fQ6sBFWaLv2Gxos4igHLy,Say Aah (feat. Fabolous),62y3BHKehWnb1hlaPclDAA,"2iojnBLj0qIMiKPvVhLnsH,0YWxKQj2Go9CGHCp77UOyy",Trey Songz|Fabolous,7381157|2654200,dance pop|r&b|southern hip hop|trap|urban contemporary|gangster rap|hip hop|pop rap|rap|trap|urban contemporary,68|64,2009-08-31,day,63,2024-01-08
0.685,0.731,10,-5.503,0,0.414,0.0292,0.0,0.369,0.266,145.245,247867,4,275a9yzwGB6ncAW4SxY7q3,Panda,62y3BHKehWnb1hlaPclDAA,7pFeBzX627ff0VnN6bxPR4,Desiigner,3516657,pop rap|rap|southern hip hop|trap|viral trap,60,2016-02-26,day,69,2024-01-08
0.738,0.544,3,-9.364,0,0.516,0.344,0.0,0.173,0.655,119.544,246712,4,7iTkqlI5o5xqUJIHP2VjQT,Somewhere in Paradise,62y3BHKehWnb1hlaPclDAA,"1anyVhU62p31KFi8MEzkbf,3KV3p5EY4AvKxOlhGHORLg,2mxe0TnaNL039ysAj51xPQ",Chance the Rapper|Jeremih|R. Kelly,5947668|6555141|2459314,chicago rap|conscious hip hop|hip hop|pop rap|rap|chicago rap|pop rap|r&b|southern hip hop|trap|urban contemporary|,72|72|65,2023-07-17,day,41,2024-01-08
0.336,0.664,7,-5.68,1,0.102,0.166,1.31e-06,0.0575,0.294,186.394,199315,3,2CpH1L4CUR47RARB3PgY1l,You Don't Own Me (feat. G-Eazy),62y3BHKehWnb1hlaPclDAA,"6y5amJcTjeDgLXIjtQLMst,02kJSzxNuaWGqwubyUba0Z",SAYGRACE|G-Eazy,181419|5198099,r&b|indie pop rap|oakland hip hop|pop rap|rap,56|74,2015-03-17,day,60,2024-01-08
0.927,0.535,6,-7.59,0,0.0911,0.0855,0.0,0.136,0.336,112.96,313573,4,2yJ9GVCLMmzBBfQAnfzlwr,THat Part,62y3BHKehWnb1hlaPclDAA,"5IcR3N7QB1j6KBL8eImZ8m,5K4W6rqBFWDnAN6FQUkS6x",ScHoolboy Q|Kanye West,4616817|22986248,gangster rap|hip hop|pop rap|rap|southern hip hop|trap|chicago rap|hip hop|rap,70|91,2016-07-08,day,62,2024-01-08
0.585,0.643,6,-6.615,0,0.0529,0.0104,0.0,0.493,0.351,157.015,174093,4,5CYRfPViGWqsLoypm1bX4u,LA Confidential,62y3BHKehWnb1hlaPclDAA,2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,6302994,canadian hip hop|canadian trap|melodic rap|pop rap|r&b|rap|trap,80,2016-01-29,day,52,2024-01-08
0.554,0.758,6,-6.772,0,0.129,0.00203,0.0,0.3,0.35,134.897,273253,4,5sv4LTz8qayQYnXlzaxg2x,Drifting (feat. Chris Brown & Tory Lanez),62y3BHKehWnb1hlaPclDAA,"02kJSzxNuaWGqwubyUba0Z,7bXgB6jMjp9ATFy66eO08Z,2jku7tDXc6XoB6MO2hFuqg",G-Eazy|Chris Brown|Tory Lanez,5198099|20955452|6302994,indie pop rap|oakland hip hop|pop rap|rap|r&b|rap|canadian hip hop|canadian trap|melodic rap|pop rap|r&b|rap|trap,74|86|80,2015-12-04,day,57,2024-01-08
0.789,0.488,4,-9.093,0,0.227,0.179,7.94e-06,0.104,0.0644,133.114,209453,4,23NWj2izXAJ4yL6Nah73wf,Pop Style,62y3BHKehWnb1hlaPclDAA,"3TVXtAsR1Inumwj472S9r4,7bkdi7f1mxyYxWcBlwON4s",Drake|The Throne,83626299|1125,canadian hip hop|canadian pop|hip hop|pop rap|rap|,96|31,2016-04-04,day,51,2024-01-08
0.527,0.435,2,-8.363,1,0.129,0.0295,0.0,0.243,0.0781,102.698,223853,3,49vZduMPCMnDDrl1WBxUDk,Let Me Love You,62y3BHKehWnb1hlaPclDAA,"66CXWjxzNUsdJxJ2JdwvnR,55Aa2cqylxrFIXC767Z865",Ariana Grande|Lil Wayne,95458168|14232381,pop|hip hop|new orleans rap|pop rap|rap|trap,89|85,2016-05-20,day,66,2024-01-08
0.594,0.811,4,-3.754,0,0.0954,0.098,0.0,0.116,0.128,143.912,272693,4,1sZWRWPnJoV9ac32i3oMwz,Moses,62y3BHKehWnb1hlaPclDAA,"6vXTefBL93Dj5IqAWq6OTv,7bXgB6jMjp9ATFy66eO08Z,6oMuImdp5ZcFhWP0ESe6mG",French Montana|Chris Brown|Migos,5255986|20955452|13641028,hip hop|pop rap|rap|southern hip hop|trap|r&b|rap|atl hip hop|hip hop|pop rap|rap|trap,73|86|75,2015-08-21,day,44,2024-01-08
0.745,0.567,7,-6.928,0,0.291,0.0861,0.0,0.118,0.89,160.119,194510,4,3kS3AOajZlXtoToQ1Y4rPL,3 Times In A Row,62y3BHKehWnb1hlaPclDAA,0BuvqDNQaCHcKJLCbK0M3P,TK N Cash,28896,baltimore hip hop,27,2015-09-25,day,42,2024-01-08
0.59,0.468,10,-11.083,0,0.185,0.0789,0.0,0.101,0.349,92.287,245227,4,3O8NlPh2LByMU9lSRSHedm,Controlla,62y3BHKehWnb1hlaPclDAA,3TVXtAsR1Inumwj472S9r4,Drake,83626299,canadian hip hop|canadian pop|hip hop|pop rap|rap,96,2016-05-06,day,74,2024-01-08
0.516,0.824,4,-5.473,0,0.26,0.0269,0.0,0.0696,0.774,91.964,209093,4,04R63LtwXGvm2OO5zyDa3h,"Saw It Coming (from the ""Ghostbusters"" Original Motion Picture Soundtrack) (feat. Jeremih)",62y3BHKehWnb1hlaPclDAA,"02kJSzxNuaWGqwubyUba0Z,3KV3p5EY4AvKxOlhGHORLg",G-Eazy|Jeremih,5198099|6555141,indie pop rap|oakland hip hop|pop rap|rap|chicago rap|pop rap|r&b|southern hip hop|trap|urban contemporary,74|72,2016-06-10,day,31,2024-01-08
0.681,0.608,1,-6.093,1,0.207,0.0477,0.0,0.225,0.262,97.934,200760,4,16bHRxM89ue0TiCKARYbRp,Sorry Not Sorry,62y3BHKehWnb1hlaPclDAA,2EMAnMvWE2eb56ToJVfCWs,Bryson Tiller,7802606,kentucky hip hop|r&b|rap,78,2015-10-02,day,67,2024-01-08
0.797,0.469,8,-8.112,1,0.0646,0.0599,0.0,0.0753,0.481,103.057,224240,4,5IZc3KIVFhjzJ0L2kiXzUl,Promise (feat. Fetty Wap),62y3BHKehWnb1hlaPclDAA,"6KZDXtSj0SzGOV705nNeh3,6PXS4YHDkKvl1wkIl4V8DL",Kid Ink|Fetty Wap,2988092|4557581,pop rap|rap|southern hip hop|trap|new jersey rap|pop rap|rap|southern hip hop|trap,64|69,2015-12-25,day,63,2024-01-08
0.603,0.783,9,-6.891,1,0.138,0.00353,0.0,0.216,0.182,87.154,180333,4,422lAAWQO9TqL1LxIPdhOn,Random,62y3BHKehWnb1hlaPclDAA,02kJSzxNuaWGqwubyUba0Z,G-Eazy,5198099,indie pop rap|oakland hip hop|pop rap|rap,74,2015-12-04,day,57,2024-01-08
0.706,0.716,7,-4.263,0,0.0768,0.115,0.0,0.316,0.459,136.904,252263,4,4GXl8l1MfZPf2GvpyRPJBf,pick up the phone,62y3BHKehWnb1hlaPclDAA,"50co4Is1HCEo8bhOyUWKpn,0Y5tJX1MQlPlqiwlOH1tJY",Young Thug|Travis Scott,9355686|26203362,atl hip hop|atl trap|gangster rap|melodic rap|rap|trap|hip hop|rap|slap house,83|91,2016-06-03,day,73,2024-01-08
0.526,0.655,1,-4.208,0,0.326,0.0566,0.0,0.116,0.156,121.127,267212,4,11BIoKDpTJHX5mZt6p566h,New Level (feat. Future),62y3BHKehWnb1hlaPclDAA,"5dHt1vcEm9qb8fCyLcB3HL,1RyvyyTE3xzB2ZywiAwp0i",A$AP Ferg|Future,3710766|15692678,hip hop|pop rap|rap|southern hip hop|trap|atl hip hop|hip hop|rap|southern hip hop|trap,69|88,2015-12-18,day,60,2024-01-08
0.688,0.604,5,-6.592,0,0.181,0.627,4.61e-06,0.157,0.588,126.214,219420,5,7CGl5DRfDKgVpoHZv1Thvj,Nasty (feat. Jeremih & Spice),62y3BHKehWnb1hlaPclDAA,"6KZDXtSj0SzGOV705nNeh3,3KV3p5EY4AvKxOlhGHORLg,5rqhGwsxwJOVtXmfrjiMbo",Kid Ink|Jeremih|Spice,2988092|6555141|142,pop rap|rap|southern hip hop|trap|chicago rap|pop rap|r&b|southern hip hop|trap|urban contemporary|,64|72|21,2016-06-03,day,41,2024-01-08
0.855,0.522,3,-5.54,1,0.226,0.196,0.0,0.1,0.355,139.917,238530,4,2okC0OWtgS86P2LC18IzHy,Bake Sale (feat. Travis Scott),62y3BHKehWnb1hlaPclDAA,"137W8MRPWKqSmrBGDBFSop,0Y5tJX1MQlPlqiwlOH1tJY",Wiz Khalifa|Travis Scott,11073613|26203362,hip hop|pittsburgh rap|pop rap|rap|southern hip hop|trap|hip hop|rap|slap house,80|91,2016-02-05,day,49,2024-01-08
0.533,0.742,7,-6.983,1,0.492,0.148,0.0,0.396,0.511,137.905,199595,4,0ezyHSFGFs61yiiPB3EpIY,I'm That... (feat. 2 Chainz),62y3BHKehWnb1hlaPclDAA,"4TH4BHy0LdBi3dpBW4P2UX,17lzZA2AlOHwCwFALHttmp",R. City|2 Chainz,148917|8017349,reggae fusion|virgin islands reggae|atl hip hop|hip hop|pop rap|rap|southern hip hop|trap,60|75,2014-10-14,day,33,2024-01-08
0.656,0.779,0,-4.801,1,0.0811,0.11,0.0,0.18,0.359,84.014,240067,4,0kwae8pEuAh2n6JwXyddHG,Figure it Out,62y3BHKehWnb1hlaPclDAA,"6vXTefBL93Dj5IqAWq6OTv,5K4W6rqBFWDnAN6FQUkS6x,20qISvAhX20dpIbOOzGK3q",French Montana|Kanye West|Nas,5255986|22986248|3550072,hip hop|pop rap|rap|southern hip hop|trap|chicago rap|hip hop|rap|conscious hip hop|east coast hip hop|gangster rap|hardcore hip hop|hip hop|queens hip hop|rap,73|91|71,2016-05-02,day,15,2024-01-08
0.465,0.735,6,-3.715,1,0.117,0.0711,0.0,0.0975,0.409,173.935,196040,4,19a3JfW8BQwqHWUMbcqSx8,Famous,62y3BHKehWnb1hlaPclDAA,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,22986248,chicago rap|hip hop|rap,91,2016-06-10,day,78,2024-01-08
0.766,0.593,3,-6.306,0,0.305,0.077,0.0,0.149,0.426,131.811,221307,4,4eX11XA4JA2Lx9EleyriMD,Creep (feat. Young Thug),62y3BHKehWnb1hlaPclDAA,"76JyRfZDqhAIow2Awv91iW,50co4Is1HCEo8bhOyUWKpn",B. Smyth|Young Thug,75715|9355686,pop r&b|atl hip hop|atl trap|gangster rap|melodic rap|rap|trap,43|83,2015-12-04,day,26,2024-01-08
0.652,0.795,11,-5.192,0,0.174,0.156,0.0,0.123,0.788,135.018,304607,4,0v9Wz8o0BT8DU38R4ddjeH,No Problem (feat. Lil Wayne & 2 Chainz),62y3BHKehWnb1hlaPclDAA,"1anyVhU62p31KFi8MEzkbf,55Aa2cqylxrFIXC767Z865,17lzZA2AlOHwCwFALHttmp",Chance the Rapper|Lil Wayne|2 Chainz,5947668|14232381|8017349,chicago rap|conscious hip hop|hip hop|pop rap|rap|hip hop|new orleans rap|pop rap|rap|trap|atl hip hop|hip hop|pop rap|rap|southern hip hop|trap,72|85|75,2016-05-27,day,68,2024-01-08
0.881,0.496,1,-6.897,0,0.0592,0.0105,0.00168,0.315,0.216,130.965,223733,4,3eaZlarqKQ4oAceRwJHfF5,By Chance,62y3BHKehWnb1hlaPclDAA,7iZtZyCzp3LItcw1wtPI3D,Rae Sremmurd,7361248,melodic rap|mississippi hip hop|pop rap|rap|trap,71,2016-08-12,day,47,2024-01-08
0.803,0.66,1,-3.257,1,0.276,0.241,0.0,0.384,0.736,104.955,167760,4,1lishk8i5ATCioX1YZikMM,All Nite (feat. Vince Staples),62y3BHKehWnb1hlaPclDAA,"5vSQUyT33qxr1xAX2Tkf3A,68kEuyFKyqrdQQLLsmiatm",Clams Casino|Vince Staples,262150|1820182,cloud rap|experimental hip hop|instrumental hip hop|psychedelic hip hop|conscious hip hop|hip hop|rap|underground hip hop,65|65,2016-06-09,day,21,2024-01-08
0.566,0.444,7,-12.069,0,0.147,0.0522,0.0,0.158,0.161,146.991,193867,4,6Xi897JXNLSoIaoYZwgTLc,Dímelo,62y3BHKehWnb1hlaPclDAA,"2FwJwEswyIUAljqgjNSHgP,2jku7tDXc6XoB6MO2hFuqg",Snakehips|Tory Lanez,355369|6302994,electropop|uk dance|canadian hip hop|canadian trap|melodic rap|pop rap|r&b|rap|trap,59|80,2016-04-15,day,50,2024-01-08
0.626,0.526,7,-4.112,0,0.0452,0.0485,0.00627,0.107,0.17,127.977,176640,4,5cgEadiGKjtTP1Q6NJqVP5,A-Team,62y3BHKehWnb1hlaPclDAA,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,26203362,hip hop|rap|slap house,91,2016-02-06,day,61,2024-01-08
0.677,0.638,8,-8.631,1,0.333,0.589,0.0,0.193,0.435,82.81,211497,4,2e3Ea0o24lReQFR4FA7yXH,Love Yourz,62y3BHKehWnb1hlaPclDAA,6l3HvQ5sa6mXTsMTB19rO5,J. Cole,22394288,conscious hip hop|hip hop|north carolina hip hop|rap,86,2014-12-09,day,80,2024-01-08
0.886,0.525,8,-7.39,1,0.132,0.236,0.0,0.057,0.708,145.99,225205,4,0qy5D3OJre7SPJNMOL9I71,Broccoli,62y3BHKehWnb1hlaPclDAA,"5M0lbkGluOPXLeFjApw8r8,6icQOAFXDZKsumw3YXyusw",DRAM|Lil Yachty,841064|9554683,pop rap|trap|underground hip hop|viral trap|virginia hip hop|atl hip hop|melodic rap|rap|trap,58|78,2016-04-06,day,66,2024-01-08
0.779,0.455,1,-15.025,1,0.28,0.0542,0.0,0.177,0.197,140.181,153429,4,7zBPzAjKAqQpcv8F8GCq5s,Uber Everywhere,62y3BHKehWnb1hlaPclDAA,5SyGEPymt1G2uto47tVWvZ,MadeinTYO,1024999,atl hip hop|melodic rap|trap,57,2016-02-26,day,55,2024-01-08
0.659,0.505,7,-8.798,1,0.0486,0.00451,0.00243,0.0961,0.123,137.991,236722,4,2FCCvPwretXhdWcSWCM52A,Where I Wanna Be,62y3BHKehWnb1hlaPclDAA,5npFjR4YgD6oNS7APmA4IJ,Ervin Mitchell,4680,,13,2018-09-14,day,8,2024-01-08
0.797,0.494,5,-10.955,0,0.0796,0.387,0.0,0.111,0.292,110.022,244231,4,4Vb7lpti4vXzQdkFIOK1s2,Gazuntite,62y3BHKehWnb1hlaPclDAA,6eN2EOfwcNvR89LuVl81H0,Lightweight Literate,2201,,16,2018-09-10,day,7,2024-01-08
0.959,0.638,11,-7.234,0,0.287,0.824,0.0,0.365,0.733,120.013,211998,4,7dPlBx9UtMjDlZkWmAdZfR,Shit To Do,62y3BHKehWnb1hlaPclDAA,3Pvp8jqCvlxkeDWI1OTUAL,Ray Dawn,20276,pittsburgh rap,15,2017-11-07,day,10,2024-01-08
0.795,0.568,5,-7.817,0,0.142,0.0541,0.0,0.108,0.478,136.173,198944,4,0B8QzDH7YWih85V5SEMnyJ,Money Longer,62y3BHKehWnb1hlaPclDAA,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,16484624,hip hop|melodic rap|philly rap|rage rap|rap,85,2016-05-27,day,76,2024-01-08
0.786,0.583,0,-7.415,1,0.0393,0.0552,1.84e-06,0.326,0.229,120.024,228000,4,2IGr3q6ljcpLvHDFLtI0yW,Look Alive,62y3BHKehWnb1hlaPclDAA,7iZtZyCzp3LItcw1wtPI3D,Rae Sremmurd,7361248,melodic rap|mississippi hip hop|pop rap|rap|trap,71,2016-08-12,day,60,2024-01-08
0.722,0.331,8,-7.789,1,0.0726,0.337,0.282,0.146,0.102,143.961,313547,4,7EiZI6JVHllARrX9PUvAdX,Low Life (feat. The Weeknd),62y3BHKehWnb1hlaPclDAA,"1RyvyyTE3xzB2ZywiAwp0i,1Xyo4u8uXC1ZmMpatF05PJ",Future|The Weeknd,15692678|77257554,atl hip hop|hip hop|rap|southern hip hop|trap|canadian contemporary r&b|canadian pop|pop,88|94,2016-04-13,day,85,2024-01-08
0.762,0.666,0,-6.055,1,0.0916,0.00427,0.0,0.127,0.278,118.97,232093,4,10I3CmmwT0BkOVhduDy53o,Really Really,62y3BHKehWnb1hlaPclDAA,1gPhS1zisyXr5dHTYZyiMe,Kevin Gates,6040529,baton rouge rap|rap|southern hip hop|trap,71,2016-01-29,day,71,2024-01-08
0.647,0.673,5,-5.992,1,0.176,0.172,0.0,0.223,0.527,179.971,224000,4,6BOtDFg6GJm0rPUDuNmx57,Wake Up,62y3BHKehWnb1hlaPclDAA,6PXS4YHDkKvl1wkIl4V8DL,Fetty Wap,4557581,new jersey rap|pop rap|rap|southern hip hop|trap,69,2016-04-22,day,51,2024-01-08
0.564,0.717,10,-6.403,0,0.397,0.097,0.0,0.493,0.423,117.489,284831,5,2AYTGaclgKXACh13nJRVcV,All The Way Up (Remix),62y3BHKehWnb1hlaPclDAA,"3ScY9CQxNLQei8Umvpx5g6,39mHYiNmLR7p8PXNG8Wll6,3nFkdlSjzX9mRTtwJOzDYB,6vXTefBL93Dj5IqAWq6OTv,4R529xQ7WQfRpSEXaHFbRg",Fat Joe|Remy Ma|JAY-Z|French Montana|InfaRed,1728063|768964|8801570|5255986|1445,bronx hip hop|east coast hip hop|gangster rap|hardcore hip hop|hip hop|pop rap|rap|trap|alternative r&b|bronx hip hop|contemporary r&b|dirty south rap|hip pop|r&b|southern hip hop|trap queen|urban contemporary|east coast hip hop|gangster rap|hip hop|pop rap|rap|hip hop|pop rap|rap|southern hip hop|trap|,66|57|82|73|50,2016-05-27,day,59,2024-01-08
0.875,0.673,7,-4.184,1,0.0932,0.135,0.0,0.292,0.231,130.0,222600,4,376KnY4TrgBITxjlnbnmIy,Cut It (feat. Young Dolph),62y3BHKehWnb1hlaPclDAA,"1Zatb2YN4erBOoSivOXc0o,3HiuzBlSW7pGDXlSFMhO2g",O.T. Genasis|Young Dolph,1033094|2749348,southern hip hop|trap|memphis hip hop|rap|southern hip hop|tennessee hip hop|trap,51|71,2015-09-25,day,60,2024-01-08
0.781,0.57,1,-5.555,0,0.296,0.117,0.0,0.112,0.354,173.991,160760,4,4AwJDh8ErDvjeiswR41DKM,Gangster Shit,62y3BHKehWnb1hlaPclDAA,50co4Is1HCEo8bhOyUWKpn,Young Thug,9355686,atl hip hop|atl trap|gangster rap|melodic rap|rap|trap,83,2016-06-10,day,53,2024-01-08
0.692,0.774,6,-2.48,0,0.0876,0.0623,0.0,0.873,0.349,134.952,334253,4,2nBI3iWLhupR7LyAJ5GGkE,Champions,62y3BHKehWnb1hlaPclDAA,"5K4W6rqBFWDnAN6FQUkS6x,13y7CgLHjMVRMDqxdx0Xdo,0c173mlxpT3dSFRgMO8XPh,17lzZA2AlOHwCwFALHttmp,0Y5tJX1MQlPlqiwlOH1tJY,6Ha4aES39QiVjR0L2lwuwq,0VRj0yCOv2FXJNP47XQnx5,7pFeBzX627ff0VnN6bxPR4",Kanye West|Gucci Mane|Big Sean|2 Chainz|Travis Scott|Yo Gotti|Quavo|Desiigner,22986248|5220799|11115824|8017349|26203362|4353152|7128651|3516657,chicago rap|hip hop|rap|atl hip hop|dirty south rap|hip hop|pop rap|rap|southern hip hop|trap|detroit hip hop|hip hop|pop rap|r&b|rap|trap|atl hip hop|hip hop|pop rap|rap|southern hip hop|trap|hip hop|rap|slap house|dirty south rap|gangster rap|memphis hip hop|rap|southern hip hop|tennessee hip hop|trap|atl hip hop|melodic rap|rap|trap|pop rap|rap|southern hip hop|trap|viral trap,91|76|75|75|91|64|77|60,2016-06-10,day,66,2024-01-08
0.749,0.606,9,-6.419,1,0.155,0.182,0.0,0.0843,0.251,129.945,220093,4,0HUptiGFVM5Q5YHIJ920aK,Hyenas,62y3BHKehWnb1hlaPclDAA,"6SHGWppjZ0ppEcvW1HkXjZ,50co4Is1HCEo8bhOyUWKpn,4KKxWQcENsJSxpwm6lCf7R,5G0rFFvPHNS5lZ7abaxNXT,2z1ZZSBRCNYjOZmUcA3rSQ,6icQOAFXDZKsumw3YXyusw",Bankroll Mafia|Young Thug|T.I.P|Duke|Shad Da God|Lil Yachty,149856|9355686|1262|441|33388|9554683,atl hip hop|trap|atl hip hop|atl trap|gangster rap|melodic rap|rap|trap|||atl hip hop|atl trap|atl hip hop|melodic rap|rap|trap,23|83|23|38|34|78,2016-04-22,day,37,2024-01-08
0.849,0.446,4,-8.01,1,0.0534,0.00422,8.55e-05,0.109,0.624,138.01,184387,4,7loXv8g9YbDzxfAFENqTdr,1st Day out Tha Feds,62y3BHKehWnb1hlaPclDAA,13y7CgLHjMVRMDqxdx0Xdo,Gucci Mane,5220799,atl hip hop|dirty south rap|hip hop|pop rap|rap|southern hip hop|trap,76,2016-05-28,day,31,2024-01-08
0.848,0.418,8,-9.797,1,0.425,0.0725,0.0,0.106,0.241,134.955,235102,4,1LKIVWjYTBgm5A493AALJv,Priorities (Run Dat),62y3BHKehWnb1hlaPclDAA,6oGh2Aa6Cdf8naqJoAvITR,Southern Politics,29,,0,2017-01-17,day,0,2024-01-08
0.787,0.597,10,-5.974,0,0.116,0.103,0.000117,0.0862,0.759,73.006,173587,4,3QJULtHD6Td9Cl8GD6B3My,I Don't Understand You Baby,62y3BHKehWnb1hlaPclDAA,7qL8oKDLj4eGuf3ac6S8HU,Alex Larsson,703,,22,2019-03-08,day,7,2024-01-08
0.807,0.634,10,-8.754,0,0.571,0.098,0.0,0.0846,0.854,170.087,203651,4,2hzsSMAmeVY3aIlfHVuLbq,Party At The Crib,62y3BHKehWnb1hlaPclDAA,5fw01LbGEcAIaqFY17E0Qs,Ray iLLa,34452,,0,2020-04-17,day,4,2024-01-08
0.634,0.601,0,-7.776,0,0.341,0.0754,1.21e-06,0.106,0.612,148.004,170427,4,4tLTeivORldipqnaA0AgCN,Made for This,62y3BHKehWnb1hlaPclDAA,07ImKNH5Mue1DDlHhdId40,Park Hill,1511,uk contemporary r&b,20,2018-04-08,day,0,2024-01-08
0.643,0.574,8,-5.565,1,0.0491,0.00232,0.0,0.14,0.177,151.963,240000,4,64SspxEpWugnnvgPM3KSWP,Keep Me Going,62y3BHKehWnb1hlaPclDAA,6euKuiPp1NWbB9KqNp2gJ8,Gringo Gang,602,indiana hip hop,5,2018-04-06,day,5,2024-01-08
0.894,0.327,5,-9.463,0,0.423,0.0146,8.59e-05,0.0938,0.233,140.005,226240,4,3f4MjCmGeEjuJ9EhswsRpe,MFN Right - Remix,62y3BHKehWnb1hlaPclDAA,"17lzZA2AlOHwCwFALHttmp,55Aa2cqylxrFIXC767Z865",2 Chainz|Lil Wayne,8017349|14232381,atl hip hop|hip hop|pop rap|rap|southern hip hop|trap|hip hop|new orleans rap|pop rap|rap|trap,75|85,2016-05-20,day,40,2024-01-08
0.925,0.355,0,-9.309,0,0.55,0.0413,0.0,0.141,0.383,92.988,196587,4,4ezAjoV01phDz1SqO6SzEU,Why You Always Hatin?,62y3BHKehWnb1hlaPclDAA,"0A0FS04o6zMoto8OKPsDwY,3TVXtAsR1Inumwj472S9r4,3XVpDdKav6C6zwlDXPhMEO",YG|Drake|Kamaiyah,3205645|83626299|178855,cali rap|hip hop|pop rap|rap|southern hip hop|trap|canadian hip hop|canadian pop|hip hop|pop rap|rap|alternative r&b|cali rap|oakland hip hop,72|96|50,2016-06-17,day,61,2024-01-08
0.711,0.44,1,-9.605,1,0.542,0.00146,1.75e-05,0.0782,0.101,129.212,220440,1,0QjSXEGUUjE2TwwTUWodN1,Grammys,62y3BHKehWnb1hlaPclDAA,"3TVXtAsR1Inumwj472S9r4,1RyvyyTE3xzB2ZywiAwp0i",Drake|Future,83626299|15692678,canadian hip hop|canadian pop|hip hop|pop rap|rap|atl hip hop|hip hop|rap|southern hip hop|trap,96|88,2016-05-06,day,34,2024-01-08
0.718,0.679,11,-5.899,0,0.0706,0.00191,0.0104,0.385,0.205,157.97,173347,4,6BbINUfGabVyiNFJpQXn3x,Wicked,62y3BHKehWnb1hlaPclDAA,1RyvyyTE3xzB2ZywiAwp0i,Future,15692678,atl hip hop|hip hop|rap|southern hip hop|trap,88,2016-04-13,day,70,2024-01-08
0.843,0.359,0,-7.417,1,0.461,0.069,0.0,0.12,0.156,81.987,163944,4,2ANLarE8yHVsLWW21nj79M,You Was Right,62y3BHKehWnb1hlaPclDAA,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,16484624,hip hop|melodic rap|philly rap|rage rap|rap,85,2016-05-27,day,68,2024-01-08
0.557,0.586,10,-4.57,1,0.0382,0.0528,7.33e-06,0.339,0.0681,96.091,181573,4,3nAq2hCr1oWsIU54tS98pL,Waves,62y3BHKehWnb1hlaPclDAA,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,22986248,chicago rap|hip hop|rap,91,2016-06-10,day,74,2024-01-08
